sTimeStemp, sLongitude, sLatitude, sheight, sCQI, sRSRP
, 9.510990, 53.924576, , 8, -97
, 9.510972, 53.924477, , 11, -120
, 9.510961, 53.924377, , 8, -126
, 9.510958, 53.924282, , 10, -125
, 9.510958, 53.924187, , 9, -107
, 9.510969, 53.924091, , 10, -108
, 9.510998, 53.923996, , 8, -127
, 9.511043, 53.923904, , 9, -109
, 9.511095, 53.923809, , 8, -92
, 9.511158, 53.923717, , 10, -103
, 9.511231, 53.923622, , 10, -117
, 9.511305, 53.923523, , 6, -94
, 9.511382, 53.923424, , 8, -92
, 9.511461, 53.923325, , 10, -117
, 9.511539, 53.923218, , 8, -123
, 9.511619, 53.923115, , 9, -108
, 9.511698, 53.923008, , 11, -92
, 9.511776, 53.922897, , 10, -94
, 9.511858, 53.922787, , 8, -96
, 9.511942, 53.922676, , 11, -124
, 9.512031, 53.922562, , 6, -100
, 9.512121, 53.922447, , 7, -127
, 9.512213, 53.922329, , 7, -120
, 9.512304, 53.922215, , 9, -99
, 9.512399, 53.922092, , 6, -120
, 9.512492, 53.921974, , 12, -123
, 9.512586, 53.921856, , 10, -130
, 9.512675, 53.921738, , 7, -127
, 9.512759, 53.921619, , 11, -100
, 9.512832, 53.921501, , 12, -114
, 9.512884, 53.921383, , 9, -117
, 9.512918, 53.921265, , 11, -117
, 9.512939, 53.921150, , 6, -129
, 9.512957, 53.921047, , 11, -117
, 9.512969, 53.920956, , 9, -110
, 9.512977, 53.920879, , 6, -113
, 9.512979, 53.920818, , 7, -111
, 9.512980, 53.920780, , 10, -100
, 9.512977, 53.920757, , 6, -130
, 9.512970, 53.920742, , 11, -130
, 9.512966, 53.920731, , 9, -98
, 9.512965, 53.920731, , 7, -125
, 9.512965, 53.920731, , 7, -119
, 9.512965, 53.920731, , 12, -101
, 9.512965, 53.920731, , 11, -110
, 9.512965, 53.920731, , 7, -106
, 9.512965, 53.920731, , 12, -119
, 9.512965, 53.920731, , 10, -102
, 9.512965, 53.920731, , 6, -95
, 9.512965, 53.920731, , 12, -125
, 9.512955, 53.920715, , 9, -122
, 9.512931, 53.920689, , 8, -110
, 9.512890, 53.920654, , 6, -109
, 9.512830, 53.920620, , 12, -123
, 9.512755, 53.920586, , 8, -113
, 9.512663, 53.920567, , 6, -102
, 9.512555, 53.920555, , 6, -93
, 9.512436, 53.920551, , 12, -106
, 9.512312, 53.920544, , 6, -108
, 9.512185, 53.920536, , 6, -99
, 9.512056, 53.920528, , 6, -128
, 9.511925, 53.920521, , 10, -94
, 9.511788, 53.920517, , 8, -110
, 9.511648, 53.920513, , 9, -93
, 9.511518, 53.920513, , 11, -95
, 9.511384, 53.920509, , 11, -124
, 9.511239, 53.920502, , 6, -107
, 9.511100, 53.920502, , 9, -122
, 9.510973, 53.920506, , 9, -102
, 9.510862, 53.920509, , 6, -105
, 9.510772, 53.920509, , 8, -102
, 9.510689, 53.920509, , 8, -118
, 9.510611, 53.920517, , 9, -112
, 9.510541, 53.920525, , 10, -93
, 9.510476, 53.920536, , 8, -128
, 9.510422, 53.920544, , 10, -112
, 9.510372, 53.920551, , 11, -123
, 9.510331, 53.920559, , 6, -115
, 9.510297, 53.920559, , 10, -115
, 9.510271, 53.920559, , 7, -107
, 9.510249, 53.920559, , 6, -130
, 9.510228, 53.920559, , 8, -113
, 9.510198, 53.920567, , 10, -98
, 9.510157, 53.920574, , 10, -114
, 9.510115, 53.920586, , 8, -101
, 9.510073, 53.920601, , 6, -117
, 9.510029, 53.920612, , 9, -112
, 9.509981, 53.920631, , 9, -114
, 9.509933, 53.920647, , 10, -120
, 9.509892, 53.920662, , 8, -98
, 9.509855, 53.920677, , 12, -108
, 9.509824, 53.920700, , 10, -102
, 9.509805, 53.920738, , 7, -121
, 9.509800, 53.920780, , 8, -97
, 9.509793, 53.920830, , 10, -123
, 9.509764, 53.920876, , 10, -126
, 9.509702, 53.920918, , 9, -115
, 9.509616, 53.920944, , 10, -118
, 9.509518, 53.920952, , 8, -94
, 9.509422, 53.920959, , 10, -103
, 9.509336, 53.920982, , 11, -124
, 9.509261, 53.921028, , 10, -109
, 9.509193, 53.921089, , 12, -118
, 9.509125, 53.921169, , 12, -119
, 9.509055, 53.921261, , 10, -107
, 9.508986, 53.921356, , 11, -117
, 9.508916, 53.921452, , 12, -116
, 9.508848, 53.921543, , 10, -114
, 9.508786, 53.921631, , 8, -105
, 9.508727, 53.921719, , 7, -113
, 9.508668, 53.921799, , 9, -98
, 9.508612, 53.921875, , 11, -123
, 9.508559, 53.921947, , 7, -130
, 9.508511, 53.922012, , 11, -125
, 9.508467, 53.922070, , 11, -125
, 9.508430, 53.922123, , 6, -102
, 9.508402, 53.922165, , 10, -103
, 9.508380, 53.922199, , 6, -101
, 9.508361, 53.922222, , 6, -126
, 9.508344, 53.922245, , 11, -94
, 9.508331, 53.922260, , 8, -127
, 9.508322, 53.922276, , 7, -92
, 9.508314, 53.922283, , 9, -121
, 9.508309, 53.922287, , 6, -125
, 9.508309, 53.922287, , 11, -122
, 9.508303, 53.922295, , 12, -104
, 9.508292, 53.922306, , 11, -125
, 9.508275, 53.922333, , 7, -93
, 9.508250, 53.922363, , 8, -116
, 9.508224, 53.922401, , 8, -95
, 9.508197, 53.922440, , 9, -100
, 9.508170, 53.922482, , 9, -109
, 9.508139, 53.922531, , 9, -92
, 9.508102, 53.922585, , 10, -119
, 9.508067, 53.922646, , 8, -95
, 9.508033, 53.922703, , 9, -120
, 9.508001, 53.922764, , 11, -119
, 9.507973, 53.922825, , 6, -117
, 9.507947, 53.922890, , 10, -98
, 9.507922, 53.922962, , 11, -94
, 9.507900, 53.923035, , 12, -104
, 9.507884, 53.923111, , 8, -106
, 9.507874, 53.923187, , 7, -115
, 9.507871, 53.923267, , 6, -110
, 9.507864, 53.923344, , 9, -128
, 9.507851, 53.923424, , 8, -106
, 9.507846, 53.923508, , 11, -96
, 9.507857, 53.923595, , 9, -109
, 9.507879, 53.923683, , 10, -107
, 9.507906, 53.923771, , 9, -112
, 9.507934, 53.923862, , 9, -98
, 9.507965, 53.923958, , 11, -99
, 9.507997, 53.924049, , 11, -103
, 9.508026, 53.924149, , 11, -113
, 9.508058, 53.924244, , 6, -96
, 9.508087, 53.924343, , 7, -111
, 9.508116, 53.924446, , 10, -113
, 9.508145, 53.924549, , 6, -98
, 9.508177, 53.924652, , 8, -99
, 9.508206, 53.924755, , 8, -126
, 9.508235, 53.924862, , 12, -124
, 9.508256, 53.924961, , 11, -120
, 9.508261, 53.925060, , 9, -99
, 9.508245, 53.925156, , 9, -93
, 9.508215, 53.925243, , 11, -109
, 9.508172, 53.925331, , 11, -127
, 9.508115, 53.925407, , 8, -121
, 9.508055, 53.925468, , 8, -128
, 9.508001, 53.925514, , 11, -106
, 9.507957, 53.925549, , 12, -112
, 9.507921, 53.925568, , 9, -108
, 9.507898, 53.925583, , 9, -109
, 9.507882, 53.925594, , 11, -95
, 9.507869, 53.925602, , 12, -119
, 9.507854, 53.925613, , 12, -107
, 9.507840, 53.925625, , 7, -98
, 9.507824, 53.925640, , 7, -117
, 9.507806, 53.925652, , 9, -115
, 9.507781, 53.925674, , 6, -109
, 9.507748, 53.925709, , 8, -93
, 9.507720, 53.925751, , 7, -97
, 9.507706, 53.925793, , 10, -112
, 9.507697, 53.925831, , 7, -123
, 9.507674, 53.925877, , 7, -115
, 9.507625, 53.925919, , 6, -94
, 9.507554, 53.925953, , 12, -103
, 9.507478, 53.925991, , 12, -96
, 9.507404, 53.926037, , 9, -114
, 9.507343, 53.926090, , 10, -120
, 9.507294, 53.926144, , 9, -107
, 9.507251, 53.926193, , 11, -122
, 9.507209, 53.926250, , 6, -121
, 9.507167, 53.926304, , 8, -96
, 9.507128, 53.926353, , 11, -92
, 9.507092, 53.926399, , 11, -92
, 9.507055, 53.926445, , 6, -119
, 9.507015, 53.926491, , 8, -96
, 9.506972, 53.926544, , 8, -103
, 9.506929, 53.926594, , 12, -129
, 9.506888, 53.926647, , 8, -107
, 9.506846, 53.926697, , 11, -107
, 9.506806, 53.926750, , 7, -93
, 9.506770, 53.926804, , 10, -111
, 9.506738, 53.926861, , 12, -116
, 9.506705, 53.926918, , 11, -127
, 9.506675, 53.926971, , 11, -102
, 9.506646, 53.927029, , 6, -103
, 9.506623, 53.927086, , 7, -93
, 9.506615, 53.927143, , 11, -117
, 9.506628, 53.927197, , 6, -119
, 9.506661, 53.927254, , 8, -124
, 9.506711, 53.927315, , 10, -128
, 9.506777, 53.927368, , 12, -104
, 9.506853, 53.927418, , 8, -128
, 9.506943, 53.927464, , 10, -97
, 9.507047, 53.927502, , 9, -106
, 9.507160, 53.927540, , 12, -96
, 9.507277, 53.927582, , 11, -121
, 9.507397, 53.927628, , 12, -126
, 9.507514, 53.927673, , 10, -98
, 9.507627, 53.927727, , 6, -112
, 9.507742, 53.927780, , 7, -104
, 9.507856, 53.927841, , 7, -117
, 9.507965, 53.927898, , 7, -106
, 9.508063, 53.927952, , 11, -117
, 9.508153, 53.928001, , 12, -106
, 9.508230, 53.928043, , 12, -127
, 9.508296, 53.928082, , 7, -108
, 9.508354, 53.928112, , 12, -124
, 9.508403, 53.928143, , 6, -93
, 9.508445, 53.928165, , 6, -99
, 9.508478, 53.928185, , 11, -94
, 9.508510, 53.928200, , 10, -126
, 9.508533, 53.928215, , 11, -122
, 9.508550, 53.928223, , 11, -95
, 9.508557, 53.928226, , 12, -104
, 9.508560, 53.928226, , 11, -119
, 9.508560, 53.928226, , 7, -96
, 9.508560, 53.928226, , 12, -93
, 9.508560, 53.928226, , 11, -110
, 9.508560, 53.928226, , 9, -101
, 9.508560, 53.928226, , 8, -121
, 9.508560, 53.928226, , 12, -99
, 9.508560, 53.928226, , 10, -99
, 9.508560, 53.928226, , 10, -120
, 9.508560, 53.928226, , 7, -99
, 9.508560, 53.928226, , 6, -106
, 9.508560, 53.928226, , 11, -123
, 9.508560, 53.928226, , 10, -121
, 9.508560, 53.928226, , 6, -126
, 9.508560, 53.928226, , 9, -92
, 9.508560, 53.928226, , 11, -98
, 9.508560, 53.928226, , 8, -122
, 9.508560, 53.928226, , 12, -106
, 9.508560, 53.928226, , 11, -116
, 9.508560, 53.928226, , 10, -92
, 9.508560, 53.928226, , 8, -108
, 9.508565, 53.928230, , 9, -116
, 9.508576, 53.928234, , 9, -109
, 9.508591, 53.928242, , 12, -98
, 9.508608, 53.928249, , 8, -92
, 9.508628, 53.928257, , 10, -108
, 9.508649, 53.928268, , 10, -124
, 9.508676, 53.928288, , 10, -126
, 9.508710, 53.928310, , 9, -127
, 9.508743, 53.928333, , 7, -102
, 9.508772, 53.928349, , 12, -103
, 9.508792, 53.928364, , 12, -112
, 9.508804, 53.928375, , 12, -112
, 9.508808, 53.928379, , 12, -101
, 9.508808, 53.928379, , 12, -128
, 9.508808, 53.928379, , 6, -120
, 9.508808, 53.928379, , 10, -119
, 9.508808, 53.928379, , 9, -113
, 9.508808, 53.928379, , 6, -116
, 9.508808, 53.928379, , 10, -126
, 9.508808, 53.928379, , 7, -123
, 9.508808, 53.928379, , 10, -110
, 9.508808, 53.928379, , 8, -122
, 9.508808, 53.928379, , 7, -123
, 9.508808, 53.928379, , 9, -102
, 9.508808, 53.928379, , 6, -102
, 9.508808, 53.928379, , 7, -96
, 9.508808, 53.928379, , 6, -105
, 9.508808, 53.928379, , 10, -130
, 9.508817, 53.928391, , 8, -129
, 9.508830, 53.928402, , 10, -121
, 9.508845, 53.928413, , 12, -116
, 9.508860, 53.928425, , 12, -119
, 9.508871, 53.928432, , 12, -118
, 9.508878, 53.928440, , 10, -123
, 9.508883, 53.928444, , 12, -123
, 9.508883, 53.928444, , 8, -128
, 9.508883, 53.928444, , 9, -101
, 9.508883, 53.928444, , 12, -113
, 9.508883, 53.928444, , 6, -102
, 9.508883, 53.928444, , 7, -104
, 9.508883, 53.928444, , 7, -122
, 9.508912, 53.928463, , 12, -120
, 9.508953, 53.928490, , 6, -100
, 9.508991, 53.928516, , 7, -98
, 9.509024, 53.928543, , 12, -126
, 9.509054, 53.928570, , 12, -106
, 9.509082, 53.928593, , 8, -129
, 9.509106, 53.928616, , 8, -118
, 9.509126, 53.928635, , 9, -126
, 9.509142, 53.928650, , 8, -96
, 9.509152, 53.928661, , 9, -116
, 9.509158, 53.928669, , 11, -96
, 9.509159, 53.928673, , 8, -126
, 9.509159, 53.928673, , 9, -120
, 9.509159, 53.928673, , 10, -126
, 9.509159, 53.928673, , 12, -105
, 9.509159, 53.928673, , 11, -130
, 9.509159, 53.928673, , 6, -104
, 9.509159, 53.928673, , 8, -102
, 9.509159, 53.928673, , 7, -126
, 9.509159, 53.928673, , 6, -96
, 9.509159, 53.928673, , 8, -96
, 9.509159, 53.928673, , 7, -101
, 9.509159, 53.928673, , 10, -114
, 9.509159, 53.928673, , 9, -104
, 9.509159, 53.928673, , 12, -94
, 9.509159, 53.928673, , 8, -116
, 9.509159, 53.928673, , 7, -99
, 9.509159, 53.928673, , 9, -126
, 9.509166, 53.928677, , 12, -92
, 9.509174, 53.928688, , 8, -92
, 9.509189, 53.928696, , 7, -101
, 9.509203, 53.928711, , 7, -118
, 9.509220, 53.928730, , 11, -115
, 9.509238, 53.928745, , 12, -105
, 9.509254, 53.928764, , 12, -98
, 9.509265, 53.928783, , 12, -123
, 9.509275, 53.928802, , 11, -106
, 9.509288, 53.928818, , 6, -97
, 9.509303, 53.928829, , 10, -108
, 9.509315, 53.928841, , 9, -130
, 9.509322, 53.928848, , 11, -92
, 9.509326, 53.928852, , 7, -130
, 9.509326, 53.928852, , 7, -114
, 9.509326, 53.928852, , 11, -121
, 9.509333, 53.928856, , 7, -120
, 9.509339, 53.928860, , 11, -121
, 9.509339, 53.928860, , 11, -128
, 9.509339, 53.928860, , 10, -108
, 9.509339, 53.928860, , 11, -95
, 9.509339, 53.928860, , 12, -121
, 9.509339, 53.928860, , 9, -100
, 9.509339, 53.928860, , 11, -127
, 9.509339, 53.928860, , 6, -122
, 9.509339, 53.928860, , 9, -109
, 9.509339, 53.928860, , 11, -107
, 9.509339, 53.928860, , 9, -116
, 9.509339, 53.928860, , 9, -117
, 9.509339, 53.928860, , 7, -123
, 9.509339, 53.928860, , 9, -125
, 9.509339, 53.928860, , 6, -114
, 9.509339, 53.928860, , 9, -102
, 9.509339, 53.928860, , 9, -104
, 9.509339, 53.928860, , 6, -105
, 9.509339, 53.928860, , 8, -100
, 9.509339, 53.928860, , 12, -112
, 9.509339, 53.928860, , 6, -102
, 9.509339, 53.928860, , 10, -122
, 9.509339, 53.928860, , 9, -128
, 9.509339, 53.928860, , 7, -125
, 9.509339, 53.928860, , 12, -130
, 9.509339, 53.928860, , 12, -118
, 9.509339, 53.928860, , 9, -106
, 9.509339, 53.928860, , 11, -114
, 9.509339, 53.928860, , 10, -113
, 9.509339, 53.928860, , 12, -111
, 9.509339, 53.928860, , 6, -108
, 9.509339, 53.928860, , 11, -111
, 9.509339, 53.928860, , 10, -102
, 9.509339, 53.928860, , 8, -128
, 9.509339, 53.928860, , 6, -116
, 9.509339, 53.928860, , 11, -100
, 9.509339, 53.928860, , 10, -119
, 9.509339, 53.928860, , 9, -102
, 9.509339, 53.928860, , 10, -119
, 9.509339, 53.928860, , 11, -126
, 9.509348, 53.928860, , 12, -116
, 9.509348, 53.928860, , 7, -127
, 9.509348, 53.928860, , 9, -121
, 9.509348, 53.928860, , 7, -99
, 9.509348, 53.928860, , 12, -106
, 9.509348, 53.928860, , 12, -92
, 9.509348, 53.928860, , 12, -115
, 9.509348, 53.928860, , 8, -109
, 9.509348, 53.928860, , 12, -124
, 9.509348, 53.928860, , 9, -99
, 9.509348, 53.928860, , 10, -123
, 9.509348, 53.928860, , 6, -108
, 9.509348, 53.928860, , 7, -127
, 9.509348, 53.928860, , 10, -124
, 9.509348, 53.928860, , 7, -128
, 9.509348, 53.928860, , 11, -115
, 9.509348, 53.928860, , 10, -100
, 9.509348, 53.928860, , 10, -105
, 9.509348, 53.928860, , 8, -101
, 9.509348, 53.928860, , 12, -112
, 9.509348, 53.928860, , 9, -110
, 9.509348, 53.928860, , 7, -114
, 9.509348, 53.928860, , 8, -99
, 9.509348, 53.928860, , 12, -122
, 9.509348, 53.928860, , 12, -96
, 9.509348, 53.928860, , 11, -109
, 9.509348, 53.928860, , 11, -93
, 9.509358, 53.928871, , 8, -102
, 9.509377, 53.928894, , 7, -108
, 9.509406, 53.928921, , 12, -112
, 9.509441, 53.928955, , 9, -127
, 9.509474, 53.928986, , 10, -99
, 9.509501, 53.929012, , 12, -109
, 9.509523, 53.929035, , 8, -127
, 9.509542, 53.929054, , 11, -101
, 9.509558, 53.929066, , 6, -124
, 9.509568, 53.929077, , 7, -129
, 9.509572, 53.929085, , 8, -124
, 9.509571, 53.929085, , 6, -103
, 9.509571, 53.929085, , 7, -115
, 9.509571, 53.929085, , 7, -112
, 9.509571, 53.929085, , 8, -120
, 9.509571, 53.929085, , 7, -124
, 9.509571, 53.929085, , 10, -104
, 9.509571, 53.929085, , 8, -98
, 9.509571, 53.929085, , 8, -98
, 9.509571, 53.929085, , 12, -112
, 9.509571, 53.929085, , 12, -115
, 9.509571, 53.929085, , 12, -115
, 9.509571, 53.929085, , 9, -96
, 9.509571, 53.929085, , 9, -99
, 9.509571, 53.929085, , 8, -126
, 9.509571, 53.929085, , 11, -104
, 9.509571, 53.929085, , 8, -101
, 9.509571, 53.929085, , 10, -121
, 9.509571, 53.929085, , 11, -108
, 9.509571, 53.929085, , 9, -112
, 9.509571, 53.929085, , 7, -128
, 9.509571, 53.929085, , 11, -116
, 9.509571, 53.929085, , 10, -102
, 9.509571, 53.929085, , 12, -105
, 9.509571, 53.929085, , 10, -92
, 9.509571, 53.929085, , 8, -119
, 9.509571, 53.929085, , 7, -101
, 9.509571, 53.929085, , 6, -93
, 9.509571, 53.929085, , 8, -106
, 9.509571, 53.929085, , 7, -120
, 9.509571, 53.929085, , 12, -115
, 9.509571, 53.929085, , 6, -123
, 9.509571, 53.929085, , 9, -110
, 9.509571, 53.929085, , 11, -97
, 9.509571, 53.929085, , 6, -125
, 9.509571, 53.929085, , 6, -99
, 9.509571, 53.929085, , 8, -114
, 9.509571, 53.929085, , 7, -98
, 9.509571, 53.929085, , 10, -111
, 9.509571, 53.929085, , 11, -100
, 9.509571, 53.929085, , 12, -98
, 9.509572, 53.929085, , 6, -115
, 9.509572, 53.929085, , 11, -113
, 9.509572, 53.929085, , 8, -109
, 9.509572, 53.929085, , 10, -104
, 9.509572, 53.929085, , 12, -127
, 9.509572, 53.929085, , 8, -124
, 9.509572, 53.929085, , 9, -97
, 9.509572, 53.929085, , 12, -108
, 9.509572, 53.929085, , 12, -129
, 9.509572, 53.929085, , 12, -128
, 9.509572, 53.929085, , 10, -109
, 9.509572, 53.929085, , 12, -108
, 9.509572, 53.929085, , 12, -97
, 9.509572, 53.929085, , 9, -120
, 9.509572, 53.929085, , 8, -100
, 9.509572, 53.929085, , 11, -114
, 9.509572, 53.929085, , 8, -128
, 9.509572, 53.929085, , 8, -103
, 9.509572, 53.929085, , 9, -129
, 9.509572, 53.929085, , 6, -119
, 9.509572, 53.929085, , 7, -116
, 9.509572, 53.929085, , 7, -129
, 9.509572, 53.929085, , 8, -121
, 9.509572, 53.929085, , 11, -116
, 9.509572, 53.929085, , 12, -129
, 9.509572, 53.929085, , 10, -101
, 9.509572, 53.929085, , 12, -96
, 9.509572, 53.929085, , 7, -109
, 9.509572, 53.929085, , 9, -125
, 9.509572, 53.929085, , 9, -109
, 9.509572, 53.929085, , 6, -117
, 9.509572, 53.929085, , 8, -125
, 9.509572, 53.929085, , 7, -92
, 9.509572, 53.929085, , 11, -112
, 9.509572, 53.929085, , 9, -119
, 9.509574, 53.929092, , 6, -99
, 9.509586, 53.929104, , 12, -108
, 9.509609, 53.929127, , 11, -122
, 9.509645, 53.929157, , 8, -99
, 9.509684, 53.929188, , 7, -105
, 9.509722, 53.929218, , 6, -123
, 9.509757, 53.929253, , 8, -120
, 9.509784, 53.929298, , 7, -128
, 9.509785, 53.929340, , 9, -113
, 9.509763, 53.929386, , 11, -101
, 9.509717, 53.929428, , 7, -117
, 9.509656, 53.929466, , 9, -108
, 9.509589, 53.929508, , 8, -95
, 9.509522, 53.929550, , 6, -128
, 9.509455, 53.929596, , 11, -114
, 9.509386, 53.929638, , 8, -116
, 9.509317, 53.929684, , 11, -108
, 9.509250, 53.929729, , 12, -99
, 9.509183, 53.929771, , 11, -119
, 9.509121, 53.929810, , 6, -129
, 9.509068, 53.929844, , 7, -103
, 9.509021, 53.929874, , 12, -96
, 9.508976, 53.929905, , 9, -99
, 9.508922, 53.929939, , 12, -128
, 9.508865, 53.929977, , 12, -122
, 9.508813, 53.930008, , 9, -116
, 9.508767, 53.930035, , 10, -99
, 9.508727, 53.930058, , 6, -101
, 9.508694, 53.930080, , 8, -117
, 9.508663, 53.930099, , 7, -94
, 9.508636, 53.930119, , 7, -120
, 9.508610, 53.930134, , 6, -102
, 9.508585, 53.930153, , 7, -106
, 9.508559, 53.930168, , 8, -97
, 9.508537, 53.930180, , 8, -117
, 9.508524, 53.930187, , 7, -121
, 9.508515, 53.930191, , 8, -100
, 9.508512, 53.930195, , 9, -113
, 9.508512, 53.930195, , 8, -107
, 9.508512, 53.930195, , 6, -111
, 9.508512, 53.930195, , 12, -93
, 9.508512, 53.930195, , 6, -108
, 9.508492, 53.930206, , 12, -129
, 9.508468, 53.930218, , 10, -130
, 9.508449, 53.930229, , 9, -122
, 9.508431, 53.930241, , 9, -111
, 9.508416, 53.930252, , 6, -125
, 9.508406, 53.930260, , 12, -94
, 9.508399, 53.930267, , 10, -121
, 9.508397, 53.930271, , 10, -95
, 9.508397, 53.930271, , 9, -127
, 9.508397, 53.930271, , 11, -105
, 9.508397, 53.930271, , 6, -122
, 9.508397, 53.930271, , 12, -96
, 9.508397, 53.930271, , 7, -104
, 9.508397, 53.930271, , 8, -102
, 9.508397, 53.930271, , 8, -100
, 9.508397, 53.930271, , 12, -123
, 9.508397, 53.930271, , 7, -113
, 9.508397, 53.930271, , 11, -122
, 9.508397, 53.930271, , 12, -116
, 9.508397, 53.930271, , 8, -126
, 9.508397, 53.930271, , 11, -104
, 9.508397, 53.930271, , 7, -121
, 9.508397, 53.930271, , 12, -107
, 9.508397, 53.930271, , 11, -126
, 9.508397, 53.930271, , 12, -127
, 9.508397, 53.930271, , 6, -96
, 9.508397, 53.930271, , 7, -114
, 9.508397, 53.930271, , 9, -100
, 9.508397, 53.930271, , 6, -98
, 9.508397, 53.930271, , 11, -100
, 9.508397, 53.930271, , 11, -100
, 9.508397, 53.930271, , 7, -122
, 9.508397, 53.930271, , 7, -105
, 9.508397, 53.930271, , 11, -121
, 9.508397, 53.930271, , 9, -114
, 9.508397, 53.930271, , 6, -127
, 9.508397, 53.930271, , 10, -106
, 9.508397, 53.930271, , 11, -118
, 9.508397, 53.930271, , 6, -102
, 9.508397, 53.930271, , 12, -104
, 9.508397, 53.930271, , 12, -120
, 9.508397, 53.930271, , 11, -121
, 9.508397, 53.930271, , 11, -128
, 9.508397, 53.930271, , 12, -99
, 9.508397, 53.930271, , 12, -93
, 9.508397, 53.930271, , 7, -127
, 9.508397, 53.930271, , 10, -107
, 9.508400, 53.930271, , 8, -127
, 9.508400, 53.930271, , 9, -92
, 9.508400, 53.930271, , 6, -120
, 9.508400, 53.930271, , 12, -110
, 9.508400, 53.930271, , 10, -110
, 9.508400, 53.930271, , 6, -93
, 9.508400, 53.930271, , 7, -107
, 9.508400, 53.930271, , 10, -121
, 9.508400, 53.930271, , 11, -119
, 9.508400, 53.930271, , 12, -128
, 9.508400, 53.930271, , 12, -109
, 9.508400, 53.930271, , 6, -94
, 9.508400, 53.930271, , 9, -126
, 9.508400, 53.930271, , 10, -94
, 9.508400, 53.930271, , 8, -109
, 9.508400, 53.930271, , 7, -95
, 9.508400, 53.930271, , 9, -128
, 9.508400, 53.930271, , 8, -103
, 9.508400, 53.930271, , 11, -130
, 9.508385, 53.930283, , 10, -104
, 9.508359, 53.930302, , 11, -116
, 9.508329, 53.930321, , 10, -122
, 9.508299, 53.930340, , 7, -100
, 9.508264, 53.930363, , 11, -116
, 9.508224, 53.930393, , 7, -105
, 9.508183, 53.930420, , 7, -97
, 9.508142, 53.930447, , 7, -109
, 9.508106, 53.930470, , 11, -101
, 9.508069, 53.930496, , 6, -108
, 9.508026, 53.930523, , 9, -94
, 9.507977, 53.930557, , 9, -94
, 9.507919, 53.930595, , 7, -128
, 9.507857, 53.930637, , 7, -124
, 9.507792, 53.930679, , 9, -125
, 9.507724, 53.930725, , 7, -95
, 9.507652, 53.930771, , 9, -101
, 9.507578, 53.930820, , 10, -123
, 9.507504, 53.930870, , 7, -111
, 9.507433, 53.930912, , 12, -100
, 9.507365, 53.930958, , 11, -103
, 9.507301, 53.931000, , 7, -118
, 9.507243, 53.931038, , 11, -104
, 9.507187, 53.931076, , 8, -115
, 9.507134, 53.931110, , 11, -95
, 9.507086, 53.931141, , 8, -108
, 9.507041, 53.931168, , 10, -121
, 9.507001, 53.931194, , 9, -102
, 9.506965, 53.931217, , 6, -97
, 9.506935, 53.931236, , 7, -108
, 9.506913, 53.931248, , 12, -93
, 9.506890, 53.931259, , 7, -103
, 9.506866, 53.931274, , 6, -120
, 9.506839, 53.931286, , 7, -114
, 9.506807, 53.931301, , 7, -92
, 9.506777, 53.931316, , 8, -121
, 9.506746, 53.931332, , 12, -120
, 9.506715, 53.931343, , 11, -99
, 9.506685, 53.931358, , 10, -121
, 9.506665, 53.931366, , 7, -111
, 9.506658, 53.931370, , 10, -97
, 9.506656, 53.931370, , 9, -107
, 9.506656, 53.931370, , 11, -103
, 9.506656, 53.931370, , 7, -123
, 9.506656, 53.931370, , 7, -95
, 9.506656, 53.931370, , 6, -116
, 9.506634, 53.931381, , 8, -118
, 9.506594, 53.931396, , 11, -98
, 9.506546, 53.931412, , 8, -108
, 9.506496, 53.931431, , 7, -112
, 9.506449, 53.931446, , 9, -94
, 9.506404, 53.931461, , 7, -102
, 9.506362, 53.931473, , 10, -127
, 9.506321, 53.931484, , 10, -116
, 9.506282, 53.931496, , 9, -103
, 9.506243, 53.931507, , 6, -96
, 9.506203, 53.931519, , 10, -104
, 9.506159, 53.931530, , 12, -127
, 9.506110, 53.931545, , 9, -104
, 9.506062, 53.931561, , 12, -116
, 9.506015, 53.931572, , 6, -130
, 9.505969, 53.931587, , 7, -118
, 9.505929, 53.931599, , 12, -94
, 9.505890, 53.931610, , 12, -109
, 9.505844, 53.931625, , 9, -94
, 9.505795, 53.931637, , 8, -128
, 9.505748, 53.931652, , 12, -102
, 9.505707, 53.931667, , 6, -101
, 9.505672, 53.931679, , 10, -102
, 9.505643, 53.931690, , 6, -103
, 9.505612, 53.931705, , 12, -96
, 9.505575, 53.931721, , 11, -110
, 9.505538, 53.931732, , 11, -124
, 9.505512, 53.931744, , 11, -105
, 9.505494, 53.931751, , 9, -102
, 9.505472, 53.931759, , 8, -101
, 9.505440, 53.931778, , 10, -97
, 9.505399, 53.931805, , 9, -113
, 9.505354, 53.931835, , 11, -97
, 9.505295, 53.931866, , 11, -105
, 9.505225, 53.931892, , 7, -124
, 9.505160, 53.931915, , 12, -110
, 9.505103, 53.931938, , 8, -130
, 9.505048, 53.931976, , 12, -94
, 9.504991, 53.932026, , 10, -126
, 9.504926, 53.932083, , 8, -99
, 9.504856, 53.932144, , 10, -124
, 9.504786, 53.932209, , 8, -125
, 9.504714, 53.932270, , 7, -105
, 9.504644, 53.932335, , 9, -101
, 9.504573, 53.932400, , 7, -120
, 9.504504, 53.932461, , 6, -102
, 9.504438, 53.932518, , 10, -106
, 9.504375, 53.932575, , 8, -125
